DILIrank_ID,Compound_SMILES,DILI_Concern,Simplified_DILI_Concern,DILI-c_MLP_Predicted_Simplified_DILI_Concern,DILI_Severity,Simplified_DILI_Severity,DILI-s_MLP_Predicted_Simplified_DILI_Severity
methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
naproxen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
octreotide,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
penicillamine,CC(C)([C@H](C(=O)O)N)S,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
piroxicam,CN1/C(=C(\NC2=CC=CC=N2)/O)/C(=O)C3=CC=CC=C3S1(=O)=O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pyrazinamide,C1=CN=C(C=N1)C(=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
quinine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rosuvastatin,CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
saquinavir,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
succimer,C(C(C(=O)O)S)(C(=O)O)S,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)COC(O7)C8=CC=CS8)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tenofovir,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tetracycline,CC1(C2CC3C(C(=O)/C(=C(\N)/O)/C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
thiotepa,C1CN1P(=S)(N2CC2)N3CC3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
vitamin a,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
acamprosate,CC(=O)NCCCS(=O)(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
acebutolol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
aciclovir,C1=NC2=C(N1COCCO)NC(=NC2=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
alfuzosin,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
alosetron,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
amoxicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
benazepril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
bendroflumethiazide,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefaclor,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefadroxil,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefazolin,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefdinir,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefepime,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefoperazone,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefotaxime,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefprozil,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ceftazidime,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ceftriaxone,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cefuroxime,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cephalexin,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
chlordiazepoxide,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
clopidogrel,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cromoglicate,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dalteparin sodium,C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
daptomycin,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Low-DILI-Severity
dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
desvenlafaxine,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dexlansoprazole,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
dexmethylphenidate,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
doxepin,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
doxorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
doxycycline,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
enalapril,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
enoxaparin,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
escitalopram,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
esomeprazole Sodium,CC1=CN=C(C(=C1OC)C)C[S@@](=O)C2=NC3=C(N2)C=C(C=C3)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
