DB_ID,SMILES_Representation
DB00658,C=CCN.ClCC1CO1
DB00660,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
DB00662,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
DB00663,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB00664,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
DB00665,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
DB00666,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
DB00668,CNC[C@H](O)c1ccc(O)c(O)c1
DB00669,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
DB00670,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
DB00671,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
DB00673,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB00674,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
DB00675,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
DB00677,CC(C)OP(=O)(F)OC(C)C
DB00678,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DB00679,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
DB00680,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
DB00681,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00683,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
DB00684,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
DB00685,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
DB00686,O=S(=O)(O)O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O
DB00687,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
DB00688,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
DB00689,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
DB00690,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
DB00691,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
DB00692,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
DB00694,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
DB00695,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
DB00696,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
DB00697,Clc1ccc2nsnc2c1NC1=NCCN1
DB00698,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
DB00699,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
DB00700,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
DB00701,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
DB00703,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
DB00704,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
DB00705,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
DB00706,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
DB00708,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
DB00709,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
DB00711,CCN(CC)C(=O)N1CCN(C)CC1
DB00712,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
DB00713,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00714,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
DB00715,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
DB00717,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
DB00718,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
DB00719,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
DB00720,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
DB00721,CCN(CC)CCOC(=O)c1ccc(N)cc1
DB00722,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
DB00723,COc1ccc(OC)c(C(O)C(C)N)c1
DB00724,CC(C)Cn1cnc2c(N)nc3ccccc3c21
DB00726,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
DB00727,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
DB00728,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
DB00730,c1ccc2[nH]c(-c3cscn3)nc2c1
DB00731,CC(C)[C@H]1CC[C@H](C(O)=N[C@H](Cc2ccccc2)C(=O)O)CC1
DB00732,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
DB00734,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
DB00735,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
DB00736,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1
DB00737,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
DB00738,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
DB00740,Nc1nc2ccc(OC(F)(F)F)cc2s1
DB00741,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00743,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O.[Gd+3]
DB00744,CC(c1cc2ccccc2s1)N(O)C(N)=O
DB00745,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
DB00746,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
DB00747,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
DB00748,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
DB00749,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
DB00750,CCCNC(C)C(=O)Nc1ccccc1C
DB00751,NC1=NCC2c3ccccc3Cc3ccccc3N12
DB00752,NC1CC1c1ccccc1
DB00753,FC(F)OC(Cl)C(F)(F)F
DB00754,CCN1C(=O)NC(c2ccccc2)C1=O
DB00755,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
DB00757,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
DB00758,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
DB00759,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
DB00760,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
DB00761,[Cl-].[K+]
DB00762,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
DB00763,Cn1cc[nH]c1=S
DB00764,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
DB00765,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
DB00766,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
DB00768,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
DB00769,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB00770,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
DB00771,C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB00773,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
DB00774,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
DB00775,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
DB00776,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
DB00778,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
DB00779,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
DB00780,NNCCc1ccccc1
DB00781,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O
DB00782,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
DB00783,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
DB00784,Cc1cccc(Nc2ccccc2C(=O)O)c1C
DB00787,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
DB00788,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
DB00790,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
DB00791,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
DB00792,CN(C)CCN(Cc1ccccc1)c1ccccn1
DB00793,Clc1cc(Cl)c(OCC#CI)cc1Cl
DB00794,CCC1(c2ccccc2)C(=O)NCNC1=O
DB00795,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DB00796,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB00797,c1ccc(CC2=NCCN2)cc1
DB00798,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
DB00799,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
DB00800,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
DB00801,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
DB00802,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
DB00803,CCC(C)CCCC(O)=N[C@@H](CCN)C(O)=N[C@H](C(O)=N[C@@H](CCN)C(O)=N[C@H]1CCN=C(O)C([C@@H](C)O)N=C(O)[C@@H](CCN)N=C(O)[C@H](CCN)N=C(O)[C@@H](CC(C)C)N=C(O)C(CC(C)C)N=C(O)[C@H](CCN)N=C1O)[C@@H](C)O
DB00804,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
DB00805,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
DB00806,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
DB00807,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
DB00808,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
DB00809,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
DB00810,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
DB00811,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
DB00812,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
DB00813,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
DB00814,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
DB00816,CC(C)NCC(O)c1cc(O)cc(O)c1
DB00817,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
DB00818,CC(C)c1cccc(C(C)C)c1O
DB00819,CC(=O)Nc1nnc(S(N)(=O)=O)s1
DB00820,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
DB00821,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC
DB00823,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
DB00826,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
DB00827,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
DB00828,C[C@@H]1O[C@@H]1P(=O)(O)O
DB00829,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DB00830,CC1NCCOC1c1ccccc1
DB00831,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB00832,CN1C(=O)CC(c2ccccc2)C1=O
DB00833,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
DB00834,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
DB00835,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
DB00836,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
DB00837,N=C(O)CCC/N=C(/c1ccc(Cl)cc1)c1cc(F)ccc1O
DB00838,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
DB00839,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
DB00841,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
DB00842,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
DB00843,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
DB00844,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
DB00845,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DB00847,NCCS
DB00849,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
DB00850,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00851,CN(C)/N=N/c1[nH]cnc1C(N)=O
DB00852,CN[C@@H](C)[C@@H](O)c1ccccc1
DB00853,Cn1nnc2c(C(N)=O)ncn2c1=O
DB00854,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB00855,NCC(=O)CCC(=O)O
DB00856,OCC(O)COc1ccc(Cl)cc1
DB00857,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
DB00859,CC(C)(S)[C@@H](N)C(=O)O
DB00860,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
DB00861,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
DB00862,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
DB00863,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
DB00864,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
DB00865,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
DB00866,C=CCc1ccccc1OCC(O)CNC(C)C
DB00867,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
DB00871,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
DB00872,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
DB00873,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)OCCl
DB00875,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB00876,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
DB00877,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
DB00879,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
DB00880,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
DB00881,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
DB00882,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
DB00883,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
DB00884,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
DB00885,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
DB00887,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
DB00888,CN(CCCl)CCCl
DB00889,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2
DB00890,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
DB00891,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
DB00892,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
DB00894,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2
DB00896,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB00897,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
DB00898,CCO
DB00899,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
DB00900,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
DB00903,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
DB00904,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
DB00905,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1
DB00906,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
DB00907,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
DB00908,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
DB00909,NS(=O)(=O)Cc1noc2ccccc12
DB00910,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
DB00911,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
DB00912,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
DB00914,N=C(N)NC(=N)NCCc1ccccc1
DB00915,NC12CC3CC(CC(C3)C1)C2
DB00916,Cc1ncc([N+](=O)[O-])n1CCO
DB00917,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
DB00918,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
DB00919,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
DB00920,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
DB00921,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
DB00922,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
DB00923,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
DB00924,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
DB00925,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
DB00927,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
DB00928,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
DB00929,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
DB00931,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
DB00932,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
DB00933,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
DB00934,CNCCCC12CCC(c3ccccc31)c1ccccc12
DB00935,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
DB00936,O=C(O)c1ccccc1O
DB00937,CCN(CC)C(C)C(=O)c1ccccc1
DB00938,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
DB00939,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
DB00940,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
DB00943,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
DB00944,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1
DB00945,CC(=O)Oc1ccccc1C(=O)O
DB00946,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00947,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
DB00948,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00949,NC(=O)OCC(COC(N)=O)c1ccccc1
